               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  86,            0.024921,           0.0046275,           0.0064646,             0.51682,             0.53102,             0.51861,             0.39471,            0.026816,           0.0074974,            0.042955,           0.0014905,           0.0014905,           0.0014905
                  87,            0.028072,           0.0054509,           0.0066767,             0.50381,             0.53801,             0.51202,              0.3904,            0.026882,           0.0074204,            0.042988,           0.0014283,           0.0014283,           0.0014283
                  88,            0.028429,           0.0053418,           0.0070962,              0.4793,             0.50674,             0.51439,             0.40417,            0.025394,           0.0073006,            0.043213,           0.0013701,           0.0013701,           0.0013701
                  89,            0.024929,           0.0046283,           0.0059321,              0.4854,             0.50059,             0.51597,             0.40906,            0.025366,           0.0072994,             0.04361,            0.001316,            0.001316,            0.001316
                  90,            0.026228,           0.0048113,            0.006653,             0.49547,              0.5065,             0.51386,               0.409,            0.024632,           0.0073639,            0.043613,            0.001266,            0.001266,            0.001266
                  91,            0.026764,           0.0048588,           0.0059685,             0.54367,             0.50515,             0.51281,             0.39359,            0.025368,           0.0073835,            0.043475,           0.0012202,           0.0012202,           0.0012202
                  92,            0.025585,           0.0048228,           0.0060219,              0.5524,             0.50198,             0.52419,              0.4007,            0.025878,           0.0072335,             0.04325,           0.0011787,           0.0011787,           0.0011787
                  93,            0.026583,             0.00479,           0.0062385,             0.52713,             0.51889,             0.50917,             0.39799,            0.025128,            0.007166,            0.043641,           0.0011414,           0.0011414,           0.0011414
                  94,            0.026951,           0.0046451,           0.0059751,             0.51967,             0.50315,             0.50206,             0.39213,            0.025146,            0.007198,             0.04367,           0.0011084,           0.0011084,           0.0011084
                  95,             0.02661,           0.0044355,           0.0061051,             0.46044,             0.54141,             0.49561,             0.38658,            0.025463,           0.0072271,             0.04368,           0.0010797,           0.0010797,           0.0010797
                  96,            0.025408,           0.0047525,           0.0059509,             0.47473,             0.52131,             0.50343,             0.40055,            0.025128,           0.0072187,            0.043657,           0.0010554,           0.0010554,           0.0010554
                  97,            0.023742,           0.0047086,           0.0051313,             0.50939,             0.50131,             0.50486,             0.39821,            0.024797,           0.0073048,            0.043495,           0.0010355,           0.0010355,           0.0010355
                  98,            0.024566,            0.005004,           0.0057894,             0.50825,             0.49993,             0.50319,             0.39224,            0.023841,           0.0072307,            0.043494,             0.00102,             0.00102,             0.00102
                  99,            0.022454,           0.0048447,           0.0051018,             0.46104,             0.56598,             0.50675,             0.39809,            0.023794,           0.0073485,             0.04393,           0.0010089,           0.0010089,           0.0010089
